Filename,Label,Contrast0,Contrast45,Contrast90,Contrast135,Homogeneity0,Homogeneity45,Homogeneity90,Homogeneity135,Dissimilarity0,Dissimilarity45,Dissimilarity90,Dissimilarity135,Entropy0,Entropy45,Entropy90,Entropy135,ASM0,ASM45,ASM90,ASM135,Energy0,Energy45,Energy90,Energy135,Correlation0,Correlation45,Correlation90,Correlation135
nantu_train (1).jpg,nantu,942.28599877451,1153.8296808919645,576.5674479166667,1184.4512725874663,0.2439888975924998,0.17124500774991494,0.313480151075035,0.16778000817675737,19.638388480392162,22.866635909265664,14.400750612745098,23.39364859669358,7.221224079298219,7.413142125963292,6.9119444242922325,7.435452595976542,0.0015946727548824375,0.0010913087726440052,0.0023514195214505837,0.001062394095903433,0.03993335391477201,0.03303496288243723,0.04849143760965005,0.03259438749084623,0.8474115450719848,0.813030805504113,0.9066550521292481,0.8080637891960506
nantu_train (10).jpg,nantu,360.9988970588235,991.0916262975779,841.9604013480393,962.4393079584776,0.3776170351326418,0.1969053671544107,0.2694975913744201,0.20187308140857735,11.208547794117647,21.247750865051906,18.514016544117645,20.73381007304883,5.936509267112537,6.559449131110042,6.4009043425737415,6.5340257602163465,0.005120991813545271,0.002327990313961108,0.0031022902756001293,0.0024107549206594157,0.07156110545223063,0.048249251952347486,0.055698207112977426,0.04909943910738101,0.9539301606770645,0.8733357226131717,0.8924397839464929,0.8769974539220083
nantu_train (100).jpg,nantu,1142.6748774509806,1367.5087427912345,583.4134650735293,1362.1945405613228,0.24862614711120481,0.17542613550584787,0.34133892977851066,0.1729210737526585,21.406770833333336,24.70812764321415,14.075199142156864,24.620315263360247,6.8534846569771535,7.035698198725573,6.453628097248798,7.033314649431371,0.00223586197222072,0.0015947232314309657,0.003624635994869762,0.0015841132879865654,0.04728490215936499,0.03993398591965202,0.060204949920000445,0.03980092069269963,0.8276085554087294,0.7935639145421381,0.9120711298744415,0.7943716258200956
nantu_train (101).jpg,nantu,588.7527573529412,1382.0788773548636,1151.314537377451,1369.8062898885044,0.34161668410818025,0.1755455170142755,0.24895738221755892,0.17466695643522018,14.159191176470586,24.820838139177244,21.4742493872549,24.701422529796226,6.4628083568687265,7.043043685559926,6.8630700555759105,7.040989818394955,0.0036130430697478137,0.001592942116575694,0.0022372422443816685,0.0015831948230362995,0.06010859397580194,0.03991167894959687,0.047299495181044676,0.039789380782267764,0.9111439305668507,0.7910814645881161,0.8260911202817137,0.7929402839575682
nantu_train (102).jpg,nantu,1148.8826133578432,1377.8977623990775,587.0412530637257,1366.9507727797002,0.24961191314077083,0.17630754578316207,0.34189886449032336,0.17363481289896082,21.43252144607843,24.765920799692427,14.112178308823532,24.660668973471743,6.8559415558370915,7.038808102878014,6.456486856919278,7.0360982540634325,0.00225113085167814,0.001603640394424349,0.003636545594129963,0.0015838926293542503,0.04744608362845283,0.04004547907597497,0.06030377761077628,0.039798148566915145,0.8263394000475972,0.7915719051773225,0.911340181467348,0.7932315345549998
nantu_train (103).jpg,nantu,775.1336397058824,918.9019146482124,281.31948529411767,851.4182852748943,0.2527607291474415,0.168209148897437,0.349268560420128,0.17789156046907367,17.059895833333332,19.760630526720494,9.639644607843136,18.852625913110344,7.546297909108602,7.758406701176373,7.020535493082044,7.713252230669514,0.001095805741969735,0.0007074144286326453,0.0018927626149647973,0.000752203637408556,0.0331029566952823,0.026597263555348045,0.043505891727038504,0.027426331096385384,0.9020700114601297,0.8838146628686487,0.9646387760268871,0.8923457880926896
nantu_train (104).jpg,nantu,287.4479473039215,936.1130488273743,788.6052849264707,866.4453825451751,0.34857666828936074,0.16930421392230866,0.25169584769063114,0.17706556127327927,9.697732843137254,19.92096885813149,17.17657781862745,18.981945405613228,7.0293098773161375,7.769682989604502,7.558702070931449,7.724305355534344,0.001879166394460664,0.0007049234457335413,0.0010864216746939283,0.0007462437257961738,0.04334935287245548,0.026550394455328554,0.03296091131467588,0.027317461920833234,0.9637754266050298,0.8814101110643624,0.9001772322140946,0.8902339430627229
nantu_train (105).jpg,nantu,790.2824908088238,937.9932026143792,286.55957414215686,867.4504575163398,0.2508217225471174,0.16848428643526075,0.3501029270901759,0.17752100531593049,17.198912377450984,19.930149942329876,9.682306985294119,18.99847750865052,7.557368587028771,7.766684370803666,7.022898344332277,7.720508732164383,0.0010846600794691347,0.0007058346972987203,0.0018962203351775761,0.0007501550360440141,0.032934177983807864,0.02656754970445563,0.04354561212312414,0.027388958286945018,0.9001563466167407,0.881398590593626,0.9639557705333932,0.8903162393864066
nantu_train (106).jpg,nantu,262.3301776960784,310.0713264129181,122.899693627451,312.6108266051519,0.30170695818422943,0.23249789058663278,0.39960852418381504,0.22662465548293828,9.709803921568628,11.144667435601693,6.204748774509805,11.217208765859283,7.651344462377163,7.8190032559940486,7.218561593066625,7.83385040652146,0.0009020824791696703,0.0006492830589955864,0.0014350857674181809,0.000633427565566788,0.030034687931950788,0.025481033318835136,0.037882525884874424,0.025167986919235077,0.9718119586923909,0.9666484652936562,0.98686220955408,0.9663755697019959
nantu_train (107).jpg,nantu,122.0030943627451,309.7146943483276,262.34667585784314,313.13248750480585,0.40024248993446637,0.23215871883011965,0.3019028254325715,0.2268120554458283,6.1760416666666655,11.112433679354096,9.681173406862746,11.186897347174165,7.215452855057649,7.818415566570132,7.648900948314012,7.831163142950041,0.0014256794074094098,0.0006420298229128744,0.0008945407302780182,0.0006308799398569236,0.037758170074957416,0.025338307420048292,0.029908873771474883,0.02511732350106045,0.9869616419258833,0.9667027926333962,0.9718235922721493,0.9663358349981492
